objectID,title,artistDisplayName,artistNationality,artistDisplayBio,objectDate,objectBeginDate,objectEndDate,department,classification,medium,culture,country,region,repository,objectURL,period,group,clean_title,title_length,happiness_score
265213,Christian Bérard,Henri Cartier-Bresson,French,"French, Chanteloup-en-Brie 1908–2004 Montjustin",1930s–40s,1930,1949,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/265213,1900-1950,European,christian b rard,3,6.3
265214,"Hyde Park, London",Henri Cartier-Bresson,French,"French, Chanteloup-en-Brie 1908–2004 Montjustin","1938, printed 1946",1938,1938,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/265214,1900-1950,European,hyde park london,3,6.77
265216,In the Negro Section of New Orleans,Henri Cartier-Bresson,French,"French, Chanteloup-en-Brie 1908–2004 Montjustin",1946,1946,1946,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/265216,1900-1950,European,in the negro section of new orleans,7,5.282857142857144
265217,"British Couple at the Races, Happy Valley, Hong Kong",Henri Cartier-Bresson,French,"French, Chanteloup-en-Brie 1908–2004 Montjustin",1949,1949,1949,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/265217,1900-1950,European,british couple at the races happy valley hong kong,9,5.935555555555555
265218,"Antonio Salazar, Mexico",Henri Cartier-Bresson,French,"French, Chanteloup-en-Brie 1908–2004 Montjustin","1934, printed 1946",1934,1934,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/265218,1900-1950,European,antonio salazar mexico,3,5.49
265219,"Family Reunion after the Partition, West Pakistan",Henri Cartier-Bresson,French,"French, Chanteloup-en-Brie 1908–2004 Montjustin",1948,1948,1948,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/265219,1900-1950,European,family reunion after the partition west pakistan,7,5.726666666666667
265220,"Christian Bérard, First Hotel, Paris",Henri Cartier-Bresson,French,"French, Chanteloup-en-Brie 1908–2004 Montjustin","1932, printed 1946",1932,1932,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/265220,1900-1950,European,christian b rard first hotel paris,6,6.535
265222,"Juchitán, Mexico",Henri Cartier-Bresson,French,"French, Chanteloup-en-Brie 1908–2004 Montjustin","1934, printed 1946",1934,1934,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/265222,1900-1950,European,juchit n mexico,3,5.84
267681,Wind,Heinrich Kühn,"Austrian, born Germany","Austrian (born Germany), Dresden 1866–1944 Birgitz",1907,1907,1907,Photographs,Photographs,Platinum print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267681,1900-1950,European,wind,1,5.8
267683,Resignation,Heinrich Kühn,"Austrian, born Germany","Austrian (born Germany), Dresden 1866–1944 Birgitz",1908,1908,1908,Photographs,Photographs,Unidentified pigment process,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267683,1900-1950,European,resignation,1,3.04
267684,In der Dune,Heinrich Kühn,"Austrian, born Germany","Austrian (born Germany), Dresden 1866–1944 Birgitz",1905,1905,1905,Photographs,Photographs,Platinum print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267684,1900-1950,European,in der dune,3,5.1899999999999995
267685,Mein Garten,Heinrich Kühn,"Austrian, born Germany","Austrian (born Germany), Dresden 1866–1944 Birgitz",1908,1908,1908,Photographs,Photographs,Gum bichromate over platinum print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267685,1900-1950,European,mein garten,2,4.8
267686,Teestilleben,Heinrich Kühn,"Austrian, born Germany","Austrian (born Germany), Dresden 1866–1944 Birgitz",1908–9,1908,1909,Photographs,Photographs,Gum bichromate print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267686,1900-1950,European,teestilleben,1,
267687,Aus der Römischen Campagna,Heinrich Kühn,"Austrian, born Germany","Austrian (born Germany), Dresden 1866–1944 Birgitz",1902,1902,1902,Photographs,Photographs,Gum bichromate print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267687,1900-1950,European,aus der r mischen campagna,5,4.97
267688,"Moonlight, Villa Frascatti",Heinrich Kühn,"Austrian, born Germany","Austrian (born Germany), Dresden 1866–1944 Birgitz",1902,1902,1902,Photographs,Photographs,Gum bichromate print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267688,1900-1950,European,moonlight villa frascatti,3,7.5
267689,Wösherin in der Düne,Heinrich Kühn,"Austrian, born Germany","Austrian (born Germany), Dresden 1866–1944 Birgitz",ca. 1905,1903,1907,Photographs,Photographs,Gum bichromate print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267689,1900-1950,European,w sherin in der d ne,6,5.1899999999999995
267691,Sirócco,Heinrich Kühn,"Austrian, born Germany","Austrian (born Germany), Dresden 1866–1944 Birgitz",1899–1901,1899,1901,Photographs,Photographs,Gum bichromate print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267691,1900-1950,European,sir cco,2,
267693,Venezianische Brücke,Heinrich Kühn,"Austrian, born Germany","Austrian (born Germany), Dresden 1866–1944 Birgitz",1902–3,1902,1903,Photographs,Photographs,Gum bichromate print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267693,1900-1950,European,venezianische br cke,3,
267694,Landscape - Windy Weather,Heinrich Kühn,"Austrian, born Germany","Austrian (born Germany), Dresden 1866–1944 Birgitz",1902,1902,1902,Photographs,Photographs,Gum bichromate print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267694,1900-1950,European,landscape windy weather,3,5.953333333333333
267695,Bildnis,Heinrich Kühn,"Austrian, born Germany","Austrian (born Germany), Dresden 1866–1944 Birgitz",ca. 1908,1906,1910,Photographs,Photographs,Gum bichromate print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267695,1900-1950,European,bildnis,1,
267696,"A Fifteenth Century Doorway, Ely",Frederick H. Evans,British,"British, London 1853–1943 London",1903,1903,1903,Photographs,Photographs,Platinum print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267696,1900-1950,European,a fifteenth century doorway ely,5,5.5566666666666675
267699,[The Water's Edge],Emile Joachim Constant Puyo,French,"French, 1857–1933",1906,1906,1906,Photographs,Photographs,Oil print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267699,1900-1950,European,the water s edge,4,4.98
267700,The White Horse,Emile Joachim Constant Puyo,French,"French, 1857–1933",1906,1906,1906,Photographs,Photographs,Oil print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267700,1900-1950,European,the white horse,3,6.0200000000000005
267702,[Sunset],Emile Joachim Constant Puyo,French,"French, 1857–1933",1906,1906,1906,Photographs,Photographs,Oil print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267702,1900-1950,European,sunset,1,7.16
267703,Landscape,Emile Joachim Constant Puyo,French,"French, 1857–1933",1906,1906,1906,Photographs,Photographs,Oil print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267703,1900-1950,European,landscape,1,6.68
267704,Été,Emile Joachim Constant Puyo,French,"French, 1857–1933",1903,1903,1903,Photographs,Photographs,Ozotype,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267704,1900-1950,European,t,1,
267745,Summer,Frank H. Read,British,British,1910,1910,1910,Photographs,Photographs,Oil print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267745,1900-1950,European,summer,1,6.4
267746,L'Effort,Robert Demachy,French,"French, 1859–1936",1904,1904,1904,Photographs,Photographs,Gum bichromate print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267746,1900-1950,European,l effort,2,
267750,Miss G.G.,Paul Haviland,"French, active America","French, active America, 1880–1950",1908,1908,1908,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267750,1900-1950,European,miss g g,3,3.64
267753,The Viaduct,Archibald Cochrane,"British, Scottish","British, born Scotland",1900–1909,1900,1909,Photographs,Photographs,Carbon print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267753,1900-1950,European,the viaduct,2,4.98
267755,Grannie's Stocking,Archibald Cochrane,"British, Scottish","British, born Scotland",1905,1905,1905,Photographs,Photographs,Carbon print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267755,1900-1950,European,grannie s stocking,3,
267759,Un Bibliothécaire,Céline Laguarde,French,French,1900–1909,1900,1909,Photographs,Photographs,Oil print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267759,1900-1950,European,un biblioth caire,3,4.64
267761,Lulworth Cove,Malcolm Arbuthnot,British,"British, 1874–1968","1900s, printed 1909",1900,1909,Photographs,Photographs,Platinum print Glycerine developed (?),,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267761,1900-1950,European,lulworth cove,2,
267762,"St. George's, Hanover Square",Eustace G. Calland,British,British,ca. 1904,1902,1906,Photographs,Photographs,Platinum print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267762,1900-1950,European,st george s hanover square,5,5.18
267763,April,William A. Cadby,British,"British, 1866–1937",ca. 1902,1900,1904,Photographs,Photographs,Platinum print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267763,1900-1950,European,april,1,6.36
267767,Harlech Castle,George Davison,British,"British, 1856–1930",1903,1903,1903,Photographs,Photographs,Photogravure,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267767,1900-1950,European,harlech castle,2,6.34
267788,"A Square, Ronda",James Craig Annan,"British, Scottish","British, Hamilton, South Lanarkshire, Scotland 1864–1946",1912–13,1912,1913,Photographs,Photographs,Photogravure,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267788,1900-1950,European,a square ronda,3,5.36
267821,Sheep,Hans Watzek,Austrian,"Austrian, 1848–1903",1901,1901,1901,Photographs,Photographs,Gum bichromate print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267821,1900-1950,European,sheep,1,6.14
267823,"Villa Falconieri, Frascati",Hugo Henneberg,Austrian,"Austrian, 1863–1918",1900,1900,1900,Photographs,Photographs,Gum bichromate print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267823,1900-1950,European,villa falconieri frascati,3,
267824,Römische Villa,Heinrich Kühn,"Austrian, born Germany","Austrian (born Germany), Dresden 1866–1944 Birgitz",1898–1900,1898,1900,Photographs,Photographs,Gum bichromate print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267824,1900-1950,European,r mische villa,3,
267825,Platz in Kempten,Hugo Henneberg,Austrian,"Austrian, 1863–1918",1904,1904,1904,Photographs,Photographs,Gum bichromate print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267825,1900-1950,European,platz in kempten,3,5.5
267827,Frülingslandschaft,Hugo Henneberg,Austrian,"Austrian, 1863–1918",1901,1901,1901,Photographs,Photographs,Gum bichromate print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267827,1900-1950,European,fr lingslandschaft,2,
267830,Pflügen,Hugo Henneberg,Austrian,"Austrian, 1863–1918","1890–1901, printed 1903",1890,1901,Photographs,Photographs,Gum bichromate print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267830,1900-1950,European,pfl gen,2,
267831,Einsamer Reiter,Theodor Hofmeister,German,"German, 1871–1937",1903,1903,1903,Photographs,Photographs,Gum bichromate print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267831,1900-1950,European,einsamer reiter,2,
267843,Honfleur,Robert Demachy,French,"French, 1859–1936",1905,1900,1909,Photographs,Photographs,Gum bichromate print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267843,1900-1950,European,honfleur,1,
267850,La Seine,Robert Demachy,French,"French, 1859–1936",ca. 1900,1898,1902,Photographs,Photographs,Gum bichromate print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267850,1900-1950,European,la seine,2,5.0
267851,"La Vallée de la Touques, No. 2",Robert Demachy,French,"French, 1859–1936",1902,1902,1902,Photographs,Photographs,Gum bichromate print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267851,1900-1950,European,la vall e de la touques no,7,4.575
267854,Académie,Robert Demachy,French,"French, 1859–1936",1900,1900,1900,Photographs,Photographs,Gum bichromate print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267854,1900-1950,European,acad mie,2,
267855,Une Balleteuse,Robert Demachy,French,"French, 1859–1936",1900,1900,1900,Photographs,Photographs,Gum bichromate print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267855,1900-1950,European,une balleteuse,2,4.92
267856,In the Field (Plomarch),Robert Demachy,French,"French, 1859–1936",1910,1910,1910,Photographs,Photographs,Oil print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267856,1900-1950,European,in the field plomarch,4,5.453333333333333
266035,[Advertisement of Osram Light Bulb with Globe and Stars],John Havinden,British,"British, 1908–1987",ca. 1935,1933,1937,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/266035,1900-1950,European,advertisement of osram light bulb with globe and stars,9,5.9433333333333325
266060,L'Homme Qui Marche,Eugène Druet,French,"French, Paris 1867–1916 Paris",1907–12,1907,1912,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/266060,1900-1950,European,l homme qui marche,4,4.88
266094,"Versailles, La Terre par Massou",Eugène Atget,French,"French, Libourne 1857–1927 Paris",1922–23,1922,1923,Photographs,Photographs,Albumen silver print from glass negative,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/266094,1900-1950,European,versailles la terre par massou,5,5.0
266853,"Versailles, France",Eugène Atget,French,"French, Libourne 1857–1927 Paris",1923,1923,1923,Photographs,Photographs,Albumen silver print from glass negative,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/266853,1900-1950,European,versailles france,2,6.32
266989,"Moor Park, Rickmansworth",Alvin Langdon Coburn,"British, born United States","British, Boston, Massachusetts 1882–1966 Wales",1910s,1910,1919,Photographs,Books,Halftones,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/266989,1900-1950,European,moor park rickmansworth,3,7.08
266998,Aussicht v. Rest. Erzh. Johann,Würthle & Spinnhirn,Austrian,Austrian,1928,1928,1928,Photographs,Photographs,Albumen silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/266998,1900-1950,European,aussicht v rest erzh johann,5,5.92
266999,"Restauration, Stöckl",Würthle & Spinnhirn,Austrian,Austrian,1922,1922,1922,Photographs,Photographs,Albumen silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/266999,1900-1950,European,restauration st ckl,3,
267001,London,Alvin Langdon Coburn,"British, born United States","British, Boston, Massachusetts 1882–1966 Wales",1900s,1900,1909,Photographs,Books,Photogravures,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267001,1900-1950,European,london,1,6.46
267034,"Walter Churcher, ""Churcher Smileth""",Frederick H. Evans,British,"British, London 1853–1943 London",1900–1905,1900,1905,Photographs,Photographs,Platinum print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267034,1900-1950,European,walter churcher churcher smileth,4,5.36
267052,[Students in the Atelier of Antoine Bourdelle],G. L. Manuel,French,French,1924,1924,1924,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267052,1900-1950,European,students in the atelier of antoine bourdelle,7,5.425000000000001
267066,Arromanches et Environs,Vérascope Richard,French,French,1890s–1900s,1890,1909,Photographs,Albums,Gelatin silver prints,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267066,1900-1950,European,arromanches et environs,3,5.1
267069,Paris,Michel Seuphor,Belgian,"Belgian, Antwerp 1901–1999 Paris",1929,1929,1929,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267069,1900-1950,European,paris,1,6.86
267081,"Losing at the Horse Races, Auteuil, Paris",Bill Brandt,"British, born Germany","British (born Germany), Hamburg 1904–1983 London",ca. 1932,1927,1937,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267081,1900-1950,European,losing at the horse races auteuil paris,7,5.3133333333333335
267082,"After the Theatre, Taxi in Lower Regent Street",Bill Brandt,"British, born Germany","British (born Germany), Hamburg 1904–1983 London",1930s,1930,1939,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267082,1900-1950,European,after the theatre taxi in lower regent street,8,5.377142857142857
267083,"Sphinx, Chiswick House Gardens",Bill Brandt,"British, born Germany","British (born Germany), Hamburg 1904–1983 London",1944,1944,1944,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267083,1900-1950,European,sphinx chiswick house gardens,4,6.79
267085,Architecture of War,Jerzy Kosinski,Polish,"Polish, 1933–1991",ca. 1950,1948,1952,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267085,1900-1950,European,architecture of war,3,4.38
267094,Bouche de Poisson,Jean Painlevé,French,"French, 1902–1989",ca. 1930,1928,1932,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267094,1900-1950,European,bouche de poisson,3,4.82
267144,[Brooklyn Bridge],Paul Grotz,"American, born Germany","American (born Germany), Stuttgart 1902–1990 Hyannis, Massachusetts",1929,1929,1929,Photographs,Photographs,Gelatin silver print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/267144,1900-1950,European,brooklyn bridge,2,5.7
269323,Frank Eugene,Heinrich Kühn,"Austrian, born Germany","Austrian (born Germany), Dresden 1866–1944 Birgitz",1910,1910,1910,Photographs,Photographs,Photogravure,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/269323,1900-1950,European,frank eugene,2,5.51
269324,Meine Mutter,Heinrich Kühn,"Austrian, born Germany","Austrian (born Germany), Dresden 1866–1944 Birgitz",ca. 1910,1908,1912,Photographs,Photographs,Photogravure,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/269324,1900-1950,European,meine mutter,2,5.12
269328,The Crowd,Robert Demachy,French,"French, 1859–1936",1910,1910,1910,Photographs,Photographs,Oil print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/269328,1900-1950,European,the crowd,2,4.5600000000000005
269330,A Breton Landscape,Robert Demachy,French,"French, 1859–1936",1910,1910,1910,Photographs,Photographs,Oil print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/269330,1900-1950,European,a breton landscape,3,5.96
269331,Un Modèle,Robert Demachy,French,"French, 1859–1936",ca. 1905,1903,1907,Photographs,Photographs,Gum bichromate print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/269331,1900-1950,European,un mod le,3,4.64
269332,Street in Rouen,Robert Demachy,French,"French, 1859–1936",ca. 1910,1908,1912,Photographs,Photographs,Collotype,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/269332,1900-1950,European,street in rouen,3,5.470000000000001
269335,George Bernard Shaw,Alvin Langdon Coburn,"British, born United States","British, Boston, Massachusetts 1882–1966 Wales",ca. 1907,1905,1909,Photographs,Photographs,Gum bichromate over platinum print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/269335,1900-1950,European,george bernard shaw,3,5.1866666666666665
269336,Frederick H. Evans,Alvin Langdon Coburn,"British, born United States","British, Boston, Massachusetts 1882–1966 Wales",ca. 1906,1904,1908,Photographs,Photographs,Gum bichromate over platinum print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/269336,1900-1950,European,frederick h evans,3,5.033333333333333
269337,Portrait Miss L.R.,Alvin Langdon Coburn,"British, born United States","British, Boston, Massachusetts 1882–1966 Wales",ca. 1904,1902,1906,Photographs,Photographs,Gum bichromate over platinum print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/269337,1900-1950,European,portrait miss l r,4,5.03
269338,Portrait of Miss L.R.,Alvin Langdon Coburn,"British, born United States","British, Boston, Massachusetts 1882–1966 Wales",ca. 1904,1902,1906,Photographs,Photographs,Gum bichromate print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/269338,1900-1950,European,portrait of miss l r,5,5.0
269339,The Reader,Emile Joachim Constant Puyo,French,"French, 1857–1933",ca. 1905,1903,1907,Photographs,Photographs,Oil print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/269339,1900-1950,European,the reader,2,5.65
269340,The Straw Hat,Emile Joachim Constant Puyo,French,"French, 1857–1933",1904,1904,1904,Photographs,Photographs,Gum bichromate print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/269340,1900-1950,European,the straw hat,3,5.34
269342,Nude - Against the Light,Emile Joachim Constant Puyo,French,"French, 1857–1933",1900–1906,1900,1906,Photographs,Photographs,Gum bichromate print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/269342,1900-1950,European,nude against the light,4,5.035
269345,[Study in Orange],René Le Bègue,French,"French, 1857–1914",1903,1903,1903,Photographs,Photographs,Gum bichromate print,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/269345,1900-1950,European,study in orange,3,6.053333333333334
269374,"A Gitana, Granada",James Craig Annan,"British, Scottish","British, Hamilton, South Lanarkshire, Scotland 1864–1946",1914,1914,1914,Photographs,Photographs,Photogravure,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/269374,1900-1950,European,a gitana granada,3,5.24
269375,A Young Gitana - Granada,James Craig Annan,"British, Scottish","British, Hamilton, South Lanarkshire, Scotland 1864–1946",1914,1914,1914,Photographs,Photographs,Photogravure,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/269375,1900-1950,European,a young gitana granada,4,6.03
269377,A Blind Musician - Granada,James Craig Annan,"British, Scottish","British, Hamilton, South Lanarkshire, Scotland 1864–1946",1914,1914,1914,Photographs,Photographs,Photogravure,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/269377,1900-1950,European,a blind musician granada,4,4.933333333333334
269380,A Burgos Bullock Wagon,James Craig Annan,"British, Scottish","British, Hamilton, South Lanarkshire, Scotland 1864–1946",1914,1914,1914,Photographs,Photographs,Photogravure,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/269380,1900-1950,European,a burgos bullock wagon,4,5.535
269382,A Carpenter's Shop - Toledo,James Craig Annan,"British, Scottish","British, Hamilton, South Lanarkshire, Scotland 1864–1946",1914,1914,1914,Photographs,Photographs,Photogravure,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/269382,1900-1950,European,a carpenter s shop toledo,5,6.0
269383,A Gateway - Segovia,James Craig Annan,"British, Scottish","British, Hamilton, South Lanarkshire, Scotland 1864–1946",1914,1914,1914,Photographs,Photographs,Photogravure,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/269383,1900-1950,European,a gateway segovia,3,5.24
269384,Old Church - Burgos,James Craig Annan,"British, Scottish","British, Hamilton, South Lanarkshire, Scotland 1864–1946",1914,1914,1914,Photographs,Photographs,Photogravure,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/269384,1900-1950,European,old church burgos,3,4.73
269385,Toledo,James Craig Annan,"British, Scottish","British, Hamilton, South Lanarkshire, Scotland 1864–1946",1914,1914,1914,Photographs,Photographs,Photogravure,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/269385,1900-1950,European,toledo,1,
269386,Old Walls - Toledo,James Craig Annan,"British, Scottish","British, Hamilton, South Lanarkshire, Scotland 1864–1946",1914,1914,1914,Photographs,Photographs,Photogravure,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/269386,1900-1950,European,old walls toledo,3,4.62
269388,"Bridge of St. Martin, Toledo",James Craig Annan,"British, Scottish","British, Hamilton, South Lanarkshire, Scotland 1864–1946",1914,1914,1914,Photographs,Photographs,Photogravure,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/269388,1900-1950,European,bridge of st martin toledo,5,5.234999999999999
269389,"A Wayside Shrine, Ronda",James Craig Annan,"British, Scottish","British, Hamilton, South Lanarkshire, Scotland 1864–1946",1914,1914,1914,Photographs,Photographs,Photogravure,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/269389,1900-1950,European,a wayside shrine ronda,4,5.24
269390,Water Carrier - Toledo,James Craig Annan,"British, Scottish","British, Hamilton, South Lanarkshire, Scotland 1864–1946",1914,1914,1914,Photographs,Photographs,Photogravure,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/269390,1900-1950,European,water carrier toledo,3,5.98
269391,"Group on a Hill Road, Granada",James Craig Annan,"British, Scottish","British, Hamilton, South Lanarkshire, Scotland 1864–1946",1914,1914,1914,Photographs,Photographs,Photogravure,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/269391,1900-1950,European,group on a hill road granada,6,5.712
269395,Professor John Young of Glasgow University,James Craig Annan,"British, Scottish","British, Hamilton, South Lanarkshire, Scotland 1864–1946","1890s–1900s, printed ca. 1901",1890,1909,Photographs,Photographs,Photogravure,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/269395,1900-1950,European,professor john young of glasgow university,6,5.924000000000001
269406,A Ruined Castle,James Craig Annan,"British, Scottish","British, Hamilton, South Lanarkshire, Scotland 1864–1946",ca. 1909,1907,1911,Photographs,Photographs,Photogravure,,,,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/269406,1900-1950,European,a ruined castle,3,4.706666666666667
